task,model,duplicates,metric,mean,sem
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,0,squad_f1,0.11080838606833587,0.004008595827621125
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,0,squad_recall,0.14761136437364475,0.005115060107823231
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,0,prefix_match,0.041233416995338834,0.0037656046592634117
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,1,exact_match,0.021505376344086023,0.002580123518717597
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,1,squad_f1,0.1032358340233103,0.0038506312219304746
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,1,squad_recall,0.13747100990934008,0.004824878448312817
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,1,prefix_match,0.041429475015812775,0.003544496097229238
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,16,exact_match,0.0791407574901074,0.006420304065638046
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,16,squad_f1,0.23129571088786996,0.0075475679114553555
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,16,squad_recall,0.321927911922259,0.00966720153090895
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,16,prefix_match,0.20689655172413793,0.009633861866457831
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,256,exact_match,0.3972602739726027,0.01812335981683587
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,256,squad_f1,0.6802978148183627,0.011268169098740457
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,256,squad_recall,0.9704337899543378,0.0061358482994801275
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_100-hf,256,prefix_match,0.9671232876712329,0.006604217187325411
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,0,exact_match,0.01828612405880244,0.002537505025099698
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,0,squad_f1,0.08745749788238136,0.003804545432590255
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,0,squad_recall,0.11209983096860113,0.004603894724688805
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,0,prefix_match,0.027249910362136965,0.003083449173354434
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,1,exact_match,0.02024035420619861,0.002504704985327851
ecthr_full_prefix_gen,allegrolab__hubble-1b-100b_toks-injectrange_50_75-hf,1,squad_f1,0.08936574002987666,0.003708592144479012
